ticker,flag_date,signal_value,max_drawdown_30d,outcome
SPY,2014-10-15,0.1623,-0.0009,false_alarm
SPY,2014-10-16,0.1593,0.0118,false_alarm
SPY,2014-10-17,0.1684,0.0097,false_alarm
SPY,2014-10-20,0.1734,0.0126,false_alarm
SPY,2014-10-21,0.1893,-0.0071,false_alarm
SPY,2014-10-22,0.1875,0.0116,false_alarm
SPY,2014-10-23,0.1849,0.0063,false_alarm
SPY,2014-10-24,0.1848,-0.0014,false_alarm
SPY,2014-10-27,0.1847,0.0099,false_alarm
SPY,2014-10-28,0.1891,-0.0015,false_alarm
SPY,2014-10-29,0.1819,0.0064,false_alarm
SPY,2014-10-30,0.1829,0.0076,false_alarm
SPY,2014-10-31,0.1832,-0.0107,false_alarm
SPY,2014-11-03,0.183,-0.0191,false_alarm
SPY,2014-11-04,0.1729,-0.0157,false_alarm
SPY,2014-11-05,0.1641,-0.0219,false_alarm
SPY,2014-11-06,0.1433,-0.0258,false_alarm
SPY,2014-12-18,0.1562,-0.0322,false_alarm
SPY,2014-12-19,0.1568,-0.0363,false_alarm
SPY,2014-12-22,0.1565,-0.0407,false_alarm
SPY,2014-12-23,0.1563,-0.042,false_alarm
SPY,2014-12-24,0.1563,-0.0421,false_alarm
SPY,2014-12-26,0.1564,-0.0452,false_alarm
SPY,2014-12-29,0.1561,-0.0465,false_alarm
SPY,2014-12-30,0.1552,-0.0413,false_alarm
SPY,2014-12-31,0.1581,-0.0317,false_alarm
SPY,2015-01-02,0.1574,-0.0312,false_alarm
SPY,2015-01-05,0.1698,-0.0134,false_alarm
SPY,2015-01-06,0.1719,-0.004,false_alarm
SPY,2015-01-07,0.1778,-0.0163,false_alarm
SPY,2015-01-08,0.1894,-0.0334,false_alarm
SPY,2015-01-09,0.1822,-0.0256,false_alarm
SPY,2015-01-12,0.1837,-0.0179,false_alarm
SPY,2015-01-13,0.1739,-0.0151,false_alarm
SPY,2015-01-14,0.1735,-0.0092,false_alarm
SPY,2015-01-15,0.1743,0.0022,false_alarm
SPY,2015-01-16,0.1664,-0.0108,false_alarm
SPY,2015-01-27,0.1571,-0.0162,false_alarm
SPY,2015-01-28,0.1619,-0.0034,false_alarm
SPY,2015-01-29,0.1662,-0.0126,false_alarm
SPY,2015-01-30,0.1683,0.0124,false_alarm
SPY,2015-02-02,0.1753,0.0106,false_alarm
SPY,2015-02-03,0.1706,-0.0038,false_alarm
SPY,2015-02-04,0.1673,0.0022,false_alarm
SPY,2015-02-05,0.1654,-0.0079,false_alarm
SPY,2015-08-24,0.2155,-0.0118,false_alarm
SPY,2015-08-25,0.2078,0.0092,false_alarm
SPY,2015-08-26,0.2555,-0.0281,false_alarm
SPY,2015-08-27,0.2746,-0.0516,hit
SPY,2015-08-28,0.2748,-0.0516,hit
SPY,2015-08-31,0.2754,-0.0439,false_alarm
SPY,2015-09-01,0.2919,-0.0145,false_alarm
SPY,2015-09-02,0.3023,-0.0329,false_alarm
SPY,2015-09-03,0.3022,-0.0336,false_alarm
SPY,2015-09-04,0.3051,-0.0187,false_alarm
SPY,2015-09-08,0.3168,-0.0428,false_alarm
SPY,2015-09-09,0.3183,-0.0298,false_alarm
SPY,2015-09-10,0.3194,-0.035,false_alarm
SPY,2015-09-11,0.3206,-0.0394,false_alarm
SPY,2015-09-14,0.3196,-0.0358,false_alarm
SPY,2015-09-15,0.323,-0.0477,false_alarm
SPY,2015-09-16,0.3257,-0.0559,hit
SPY,2015-09-17,0.325,-0.0538,hit
SPY,2015-09-18,0.3218,-0.0381,false_alarm
SPY,2015-09-21,0.3041,-0.043,false_alarm
SPY,2015-09-22,0.2639,-0.0304,false_alarm
SPY,2015-09-23,0.2596,-0.0289,false_alarm
SPY,2015-09-24,0.2229,-0.0253,false_alarm
SPY,2015-09-25,0.2032,-0.0251,false_alarm
SPY,2015-09-28,0.2202,0.0006,false_alarm
SPY,2015-09-29,0.2195,0.0187,false_alarm
SPY,2015-09-30,0.2045,0.0026,false_alarm
SPY,2015-10-01,0.1927,0.0149,false_alarm
SPY,2015-10-02,0.2004,0.0143,false_alarm
SPY,2015-10-05,0.2009,-0.0034,false_alarm
SPY,2016-01-13,0.1999,-0.0316,false_alarm
SPY,2016-01-14,0.2062,-0.0473,false_alarm
SPY,2016-01-15,0.2054,-0.0264,false_alarm
SPY,2016-01-19,0.2026,-0.0277,false_alarm
SPY,2016-01-20,0.1987,-0.015,false_alarm
SPY,2016-01-22,0.2102,-0.0402,false_alarm
SPY,2016-01-25,0.2058,-0.0255,false_alarm
SPY,2016-01-26,0.2156,-0.0386,false_alarm
SPY,2016-01-27,0.2169,-0.028,false_alarm
SPY,2016-01-28,0.2128,-0.033,false_alarm
SPY,2016-01-29,0.2355,-0.0561,hit
SPY,2016-02-01,0.2342,-0.0557,hit
SPY,2016-02-02,0.2373,-0.0384,false_alarm
SPY,2016-02-03,0.2389,-0.0441,false_alarm
SPY,2016-02-04,0.2362,-0.0456,false_alarm
SPY,2016-02-05,0.2304,-0.0271,false_alarm
SPY,2016-02-08,0.232,-0.0138,false_alarm
SPY,2016-02-09,0.2318,-0.0139,false_alarm
SPY,2016-02-10,0.229,-0.013,false_alarm
SPY,2016-02-11,0.2165,0.0206,false_alarm
SPY,2016-02-12,0.2214,0.0169,false_alarm
SPY,2016-02-16,0.2167,0.0117,false_alarm
SPY,2016-02-17,0.2237,-0.0046,false_alarm
SPY,2016-02-18,0.2185,-0.0005,false_alarm
SPY,2016-02-19,0.2181,0.0017,false_alarm
SPY,2016-02-22,0.2122,-0.0126,false_alarm
SPY,2016-02-23,0.2098,0.0046,false_alarm
SPY,2016-02-24,0.2052,0.0019,false_alarm
SPY,2016-02-25,0.204,-0.0101,false_alarm
SPY,2016-02-26,0.2041,-0.0078,false_alarm
SPY,2016-03-01,0.2056,0.0015,false_alarm
SPY,2018-02-02,0.121,-0.0647,hit
SPY,2018-02-05,0.1939,-0.0239,false_alarm
SPY,2018-02-06,0.2079,-0.0427,false_alarm
SPY,2018-02-07,0.2081,-0.0375,false_alarm
SPY,2018-02-08,0.246,0.0056,false_alarm
SPY,2018-02-09,0.2517,-0.0092,false_alarm
SPY,2018-02-12,0.2572,-0.0236,false_alarm
SPY,2018-02-13,0.2578,-0.026,false_alarm
SPY,2018-02-14,0.2604,-0.039,false_alarm
SPY,2018-02-15,0.2655,-0.0532,hit
SPY,2018-02-16,0.2647,-0.0535,hit
SPY,2018-02-20,0.2628,-0.0475,false_alarm
SPY,2018-02-21,0.2626,-0.0428,false_alarm
SPY,2018-02-22,0.2628,-0.044,false_alarm
SPY,2018-02-23,0.2705,-0.059,hit
SPY,2018-02-26,0.2705,-0.0698,hit
SPY,2018-02-27,0.2728,-0.058,hit
SPY,2018-02-28,0.2727,-0.0484,false_alarm
SPY,2018-03-01,0.2763,-0.0344,false_alarm
SPY,2018-03-02,0.2776,-0.0393,false_alarm
SPY,2018-03-05,0.2714,-0.0503,hit
SPY,2018-03-06,0.2212,-0.0527,hit
SPY,2018-03-07,0.2109,-0.0523,hit
SPY,2018-03-08,0.2101,-0.0569,hit
SPY,2018-03-09,0.1579,-0.073,hit
SPY,2018-03-12,0.1534,-0.0719,hit
SPY,2018-03-13,0.1508,-0.0658,hit
SPY,2018-03-14,0.1529,-0.061,hit
SPY,2018-03-15,0.1468,-0.06,hit
SPY,2018-03-16,0.1401,-0.061,hit
SPY,2018-03-19,0.1487,-0.0481,false_alarm
SPY,2018-03-20,0.1472,-0.0498,false_alarm
SPY,2018-03-21,0.1461,-0.0479,false_alarm
SPY,2018-03-22,0.1719,-0.0235,false_alarm
SPY,2018-03-23,0.1744,-0.0022,false_alarm
SPY,2018-03-26,0.1984,-0.0288,false_alarm
SPY,2018-03-27,0.2022,-0.012,false_alarm
SPY,2018-03-28,0.2001,-0.0091,false_alarm
SPY,2018-03-29,0.2008,-0.0216,false_alarm
SPY,2018-04-02,0.2129,0.0087,false_alarm
SPY,2018-04-03,0.214,-0.004,false_alarm
SPY,2018-04-04,0.2181,-0.0146,false_alarm
SPY,2018-04-05,0.2207,-0.0223,false_alarm
SPY,2018-04-06,0.232,0.0049,false_alarm
SPY,2018-04-09,0.222,0.0062,false_alarm
SPY,2018-04-10,0.2319,-0.0095,false_alarm
SPY,2018-04-11,0.2316,-0.0043,false_alarm
SPY,2018-04-12,0.2342,-0.0124,false_alarm
SPY,2018-04-13,0.2342,-0.0095,false_alarm
SPY,2018-04-16,0.2367,-0.0176,false_alarm
SPY,2018-04-17,0.2355,-0.028,false_alarm
SPY,2018-04-18,0.2355,-0.0287,false_alarm
SPY,2018-04-19,0.2362,-0.0233,false_alarm
SPY,2018-04-20,0.2195,-0.015,false_alarm
SPY,2018-04-23,0.2035,-0.0148,false_alarm
SPY,2018-04-24,0.1867,-0.0014,false_alarm
SPY,2018-04-25,0.176,-0.0038,false_alarm
SPY,2018-04-26,0.1786,-0.0139,false_alarm
SPY,2018-04-27,0.1734,-0.0148,false_alarm
SPY,2018-04-30,0.1555,-0.0071,false_alarm
SPY,2018-05-01,0.1496,-0.0089,false_alarm
SPY,2018-05-02,0.1471,-0.0022,false_alarm
SPY,2018-05-03,0.1442,0.0129,false_alarm
SPY,2018-05-04,0.1263,0.0034,false_alarm
SPY,2018-05-07,0.1259,0.0,false_alarm
SPY,2018-05-08,0.1133,0.0079,false_alarm
SPY,2018-05-09,0.1159,-0.0018,false_alarm
SPY,2018-05-10,0.1169,-0.011,false_alarm
SPY,2018-10-10,0.13,-0.0519,hit
SPY,2018-10-11,0.1457,-0.0328,false_alarm
SPY,2018-10-12,0.1573,-0.046,false_alarm
SPY,2018-10-15,0.1574,-0.0406,false_alarm
SPY,2018-10-16,0.1774,-0.0612,hit
SPY,2018-10-17,0.1772,-0.0613,hit
SPY,2018-10-18,0.179,-0.0476,false_alarm
SPY,2018-10-19,0.179,-0.0471,false_alarm
SPY,2018-10-22,0.1791,-0.0428,false_alarm
SPY,2018-10-23,0.1791,-0.0379,false_alarm
SPY,2018-10-24,0.2044,-0.0078,false_alarm
SPY,2018-10-25,0.2179,-0.0253,false_alarm
SPY,2018-10-26,0.2229,-0.0078,false_alarm
SPY,2018-10-29,0.2209,-0.0023,false_alarm
SPY,2018-10-30,0.2314,-0.0169,false_alarm
SPY,2018-10-31,0.2369,-0.0375,false_alarm
SPY,2018-11-01,0.2416,-0.0664,hit
SPY,2018-11-02,0.2417,-0.0618,hit
SPY,2018-11-05,0.2433,-0.0809,hit
SPY,2018-11-06,0.2454,-0.1016,hit
SPY,2018-11-07,0.2316,-0.1384,hit
SPY,2018-11-08,0.2158,-0.1597,hit
SPY,2018-11-09,0.2142,-0.1514,hit
SPY,2018-11-12,0.224,-0.1352,hit
SPY,2018-11-13,0.2084,-0.1336,hit
SPY,2018-11-14,0.2092,-0.1277,hit
SPY,2018-11-15,0.2078,-0.1367,hit
SPY,2018-11-16,0.2081,-0.1389,hit
SPY,2018-11-19,0.216,-0.1241,hit
SPY,2018-11-20,0.2246,-0.1076,hit
SPY,2018-11-21,0.1971,-0.1106,hit
SPY,2018-11-23,0.1866,-0.1046,hit
SPY,2018-11-26,0.1856,-0.1188,hit
SPY,2018-11-27,0.1845,-0.1218,hit
SPY,2018-11-28,0.1944,-0.1416,hit
SPY,2018-11-29,0.1915,-0.1397,hit
SPY,2018-11-30,0.1891,-0.1449,hit
SPY,2018-12-03,0.1927,-0.1561,hit
SPY,2018-12-04,0.227,-0.1278,hit
SPY,2018-12-06,0.2255,-0.1265,hit
SPY,2018-12-07,0.2231,-0.1057,hit
SPY,2018-12-10,0.2238,-0.1074,hit
SPY,2018-12-11,0.2226,-0.1076,hit
SPY,2018-12-12,0.2153,-0.1121,hit
SPY,2018-12-13,0.2154,-0.1118,hit
SPY,2018-12-14,0.2233,-0.0951,hit
SPY,2018-12-17,0.2271,-0.077,hit
SPY,2018-12-18,0.2262,-0.0759,hit
SPY,2018-12-19,0.2248,-0.0619,hit
SPY,2018-12-20,0.2229,-0.0464,false_alarm
SPY,2018-12-21,0.2295,-0.0264,false_alarm
SPY,2018-12-24,0.2427,0.0421,false_alarm
SPY,2018-12-26,0.3031,-0.008,false_alarm
SPY,2018-12-27,0.3049,-0.0156,false_alarm
SPY,2018-12-28,0.2888,-0.0143,false_alarm
SPY,2018-12-31,0.2927,-0.0228,false_alarm
SPY,2019-01-02,0.2908,-0.0239,false_alarm
SPY,2019-01-03,0.2908,0.0335,false_alarm
SPY,2019-01-04,0.3049,0.0079,false_alarm
SPY,2019-01-07,0.3073,0.0094,false_alarm
SPY,2019-01-08,0.2998,0.0025,false_alarm
SPY,2019-01-09,0.3003,-0.0022,false_alarm
SPY,2019-01-10,0.3007,-0.0057,false_alarm
SPY,2019-01-11,0.3,-0.0061,false_alarm
SPY,2019-01-14,0.3005,0.0115,false_alarm
SPY,2019-01-15,0.2963,0.0024,false_alarm
SPY,2019-01-16,0.2867,0.0072,false_alarm
SPY,2019-01-17,0.2874,-0.0004,false_alarm
SPY,2019-01-18,0.2828,-0.0135,false_alarm
SPY,2019-01-22,0.2804,0.0021,false_alarm
SPY,2019-01-23,0.2657,0.0,false_alarm
SPY,2019-01-24,0.2395,-0.0005,false_alarm
SPY,2019-06-04,0.1708,0.0087,false_alarm
SPY,2019-06-05,0.1656,0.0065,false_alarm
SPY,2019-06-06,0.1676,0.01,false_alarm
SPY,2019-06-07,0.1713,0.0026,false_alarm
SPY,2019-06-10,0.1711,-0.002,false_alarm
SPY,2019-08-14,0.2054,0.0026,false_alarm
SPY,2019-08-15,0.205,0.0007,false_alarm
SPY,2019-08-16,0.2133,-0.0138,false_alarm
SPY,2019-08-19,0.2182,-0.0256,false_alarm
SPY,2019-08-20,0.2173,-0.0181,false_alarm
SPY,2019-08-21,0.219,-0.026,false_alarm
SPY,2019-08-22,0.2187,-0.0257,false_alarm
SPY,2019-08-23,0.2332,0.0071,false_alarm
SPY,2019-08-26,0.2384,-0.0039,false_alarm
SPY,2019-08-27,0.2384,0.007,false_alarm
SPY,2019-08-28,0.2384,0.0017,false_alarm
SPY,2019-08-29,0.2418,-0.0109,false_alarm
SPY,2019-08-30,0.2403,-0.0105,false_alarm
SPY,2019-09-03,0.2132,-0.0046,false_alarm
SPY,2019-09-04,0.2113,-0.0158,false_alarm
SPY,2019-09-05,0.2153,-0.0283,false_alarm
SPY,2019-09-06,0.2048,-0.0291,false_alarm
SPY,2019-09-09,0.2029,-0.0295,false_alarm
SPY,2020-02-24,0.1838,-0.3044,hit
SPY,2020-02-25,0.2058,-0.2827,hit
SPY,2020-02-26,0.2008,-0.2801,hit
SPY,2020-02-27,0.2532,-0.2462,hit
SPY,2020-02-28,0.2514,-0.243,hit
SPY,2020-03-02,0.2971,-0.2744,hit
SPY,2020-03-03,0.3097,-0.2531,hit
SPY,2020-03-04,0.3429,-0.2832,hit
SPY,2020-03-05,0.3558,-0.2585,hit
SPY,2020-03-06,0.3568,-0.2461,hit
SPY,2020-03-09,0.4462,-0.1822,hit
SPY,2020-03-10,0.4918,-0.2224,hit
SPY,2020-03-11,0.5128,-0.1826,hit
SPY,2020-03-12,0.6005,-0.0961,hit
SPY,2020-03-13,0.6922,-0.1673,hit
SPY,2020-03-16,0.783,-0.065,hit
SPY,2020-03-17,0.8201,-0.1129,hit
SPY,2020-03-18,0.8273,-0.0656,hit
SPY,2020-03-19,0.8289,-0.0676,hit
SPY,2020-03-20,0.834,-0.0256,false_alarm
SPY,2020-03-23,0.8326,0.0906,false_alarm
SPY,2020-03-24,0.9099,0.0123,false_alarm
SPY,2020-03-25,0.9145,-0.0026,false_alarm
SPY,2020-03-26,0.9354,-0.0576,hit
SPY,2020-03-27,0.9392,-0.0287,false_alarm
SPY,2020-03-30,0.9326,-0.0592,hit
SPY,2020-03-31,0.9297,-0.045,false_alarm
SPY,2020-04-01,0.9209,0.0083,false_alarm
SPY,2020-04-02,0.9248,-0.0145,false_alarm
SPY,2020-04-03,0.9246,0.0672,false_alarm
SPY,2020-04-06,0.9181,0.001,false_alarm
SPY,2020-04-07,0.8976,0.0298,false_alarm
SPY,2020-04-08,0.8894,-0.0036,false_alarm
SPY,2020-04-09,0.8065,-0.0185,false_alarm
SPY,2020-04-13,0.7559,-0.0095,false_alarm
SPY,2020-04-14,0.6204,-0.0379,false_alarm
SPY,2020-04-15,0.6064,-0.017,false_alarm
SPY,2020-04-16,0.568,-0.0217,false_alarm
SPY,2020-04-17,0.5714,-0.0474,false_alarm
SPY,2020-04-20,0.546,-0.0304,false_alarm
SPY,2020-04-21,0.5506,0.0221,false_alarm
SPY,2020-04-22,0.4738,-0.0001,false_alarm
SPY,2020-04-23,0.4734,0.009,false_alarm
SPY,2020-04-24,0.4356,-0.0048,false_alarm
SPY,2020-04-27,0.4174,-0.019,false_alarm
SPY,2020-04-28,0.4076,-0.0145,false_alarm
SPY,2020-04-29,0.4076,-0.0396,false_alarm
SPY,2020-04-30,0.3633,-0.0306,false_alarm
SPY,2020-05-01,0.3794,-0.0042,false_alarm
SPY,2020-05-04,0.3719,-0.0069,false_alarm
SPY,2020-05-05,0.302,-0.016,false_alarm
SPY,2020-05-06,0.3043,-0.0093,false_alarm
SPY,2020-05-07,0.2858,-0.0211,false_alarm
SPY,2020-05-08,0.2866,-0.0371,false_alarm
SPY,2020-05-11,0.2834,-0.0373,false_alarm
SPY,2020-05-12,0.2771,-0.0177,false_alarm
SPY,2020-05-13,0.2735,0.012,false_alarm
SPY,2020-05-14,0.2761,0.0046,false_alarm
SPY,2020-05-15,0.2596,0.0199,false_alarm
SPY,2020-05-18,0.2715,-0.0103,false_alarm
SPY,2020-05-19,0.2469,0.01,false_alarm
SPY,2020-05-20,0.2424,-0.0069,false_alarm
SPY,2020-05-21,0.2448,0.0019,false_alarm
SPY,2020-05-22,0.2413,0.0123,false_alarm
SPY,2020-05-26,0.24,0.0051,false_alarm
SPY,2020-05-27,0.2427,-0.0096,false_alarm
SPY,2020-05-28,0.2276,-0.0078,false_alarm
SPY,2020-05-29,0.224,-0.0122,false_alarm
SPY,2020-06-05,0.2076,-0.0587,hit
SPY,2020-06-08,0.2051,-0.0699,hit
SPY,2020-06-09,0.2092,-0.0629,hit
SPY,2020-06-11,0.2901,0.0025,false_alarm
SPY,2020-06-12,0.2901,-0.0093,false_alarm
SPY,2020-06-15,0.2909,-0.0185,false_alarm
SPY,2020-06-16,0.2801,-0.037,false_alarm
SPY,2020-06-17,0.277,-0.033,false_alarm
SPY,2020-06-18,0.2724,-0.0334,false_alarm
SPY,2020-06-19,0.2719,-0.0278,false_alarm
SPY,2020-06-22,0.2723,-0.034,false_alarm
SPY,2020-06-23,0.2701,-0.0385,false_alarm
SPY,2020-06-24,0.2834,-0.0133,false_alarm
SPY,2020-06-25,0.2856,-0.0238,false_alarm
SPY,2020-06-26,0.2986,0.0147,false_alarm
SPY,2020-06-29,0.303,0.0128,false_alarm
SPY,2020-06-30,0.305,0.007,false_alarm
SPY,2020-07-01,0.3023,0.0055,false_alarm
SPY,2020-07-02,0.3028,0.005,false_alarm
SPY,2020-07-06,0.2938,-0.0103,false_alarm
SPY,2020-07-07,0.2923,0.0019,false_alarm
SPY,2020-07-08,0.2929,-0.0057,false_alarm
SPY,2020-07-09,0.2929,0.0015,false_alarm
SPY,2020-09-09,0.2072,-0.0467,false_alarm
SPY,2020-09-10,0.2114,-0.0298,false_alarm
SPY,2020-09-11,0.2114,-0.0303,false_alarm
SPY,2020-09-14,0.2167,-0.0429,false_alarm
SPY,2020-09-15,0.2172,-0.0477,false_alarm
SPY,2020-09-16,0.2176,-0.0439,false_alarm
SPY,2020-09-17,0.2194,-0.0355,false_alarm
SPY,2020-09-18,0.2226,-0.0242,false_alarm
SPY,2020-09-21,0.2248,-0.0132,false_alarm
SPY,2020-09-22,0.2249,-0.0232,false_alarm
SPY,2020-09-23,0.2367,0.0027,false_alarm
SPY,2020-09-24,0.2328,0.0094,false_alarm
SPY,2020-09-25,0.2422,-0.0067,false_alarm
SPY,2020-09-28,0.2497,-0.0229,false_alarm
SPY,2020-09-29,0.2499,-0.0175,false_alarm
SPY,2020-09-30,0.2489,-0.0249,false_alarm
SPY,2021-12-07,0.1716,-0.0426,false_alarm
SPY,2021-12-08,0.1714,-0.0639,hit
SPY,2021-12-09,0.1706,-0.0575,hit
SPY,2021-12-10,0.1736,-0.0738,hit
SPY,2021-12-13,0.1749,-0.0679,hit
SPY,2021-12-14,0.1766,-0.0661,hit
SPY,2021-12-15,0.1849,-0.0804,hit
SPY,2021-12-16,0.1875,-0.0722,hit
SPY,2021-12-17,0.1906,-0.0623,hit
SPY,2021-12-20,0.1937,-0.0522,hit
SPY,2021-12-21,0.2049,-0.0687,hit
SPY,2021-12-22,0.2081,-0.0779,hit
SPY,2021-12-23,0.209,-0.0836,hit
SPY,2021-12-27,0.1959,-0.0964,hit
SPY,2021-12-28,0.1925,-0.0957,hit
SPY,2021-12-29,0.1756,-0.0968,hit
SPY,2022-02-02,0.1923,-0.0899,hit
SPY,2022-02-03,0.198,-0.068,hit
SPY,2022-02-04,0.1996,-0.0723,hit
SPY,2022-02-07,0.1995,-0.0693,hit
SPY,2022-02-08,0.2028,-0.0769,hit
SPY,2022-02-09,0.2075,-0.0902,hit
SPY,2022-02-10,0.2152,-0.0736,hit
SPY,2022-02-11,0.2205,-0.055,hit
SPY,2022-02-14,0.2202,-0.0519,hit
SPY,2022-02-15,0.2223,-0.0669,hit
SPY,2022-02-16,0.2197,-0.068,hit
SPY,2022-02-17,0.2293,-0.0476,false_alarm
SPY,2022-02-18,0.2195,-0.0414,false_alarm
SPY,2022-02-22,0.2218,-0.031,false_alarm
SPY,2022-02-23,0.2263,-0.0135,false_alarm
SPY,2022-02-24,0.2336,-0.0281,false_alarm
SPY,2022-02-25,0.246,-0.0491,false_alarm
SPY,2022-02-28,0.2295,-0.0467,false_alarm
SPY,2022-03-01,0.2243,-0.0319,false_alarm
SPY,2022-03-02,0.2339,-0.0494,false_alarm
SPY,2022-03-03,0.2302,-0.0447,false_alarm
SPY,2022-03-04,0.2173,-0.0368,false_alarm
SPY,2022-03-07,0.2377,-0.0076,false_alarm
SPY,2022-03-08,0.2382,0.0018,false_alarm
SPY,2022-03-09,0.2581,-0.0244,false_alarm
SPY,2022-03-10,0.25,-0.0199,false_alarm
SPY,2022-03-11,0.2466,-0.0073,false_alarm
SPY,2022-03-14,0.2394,0.0009,false_alarm
SPY,2022-03-15,0.2546,-0.0206,false_alarm
SPY,2022-03-16,0.2608,-0.0418,false_alarm
SPY,2022-03-17,0.2652,-0.063,hit
SPY,2022-03-18,0.256,-0.0732,hit
SPY,2022-03-21,0.2546,-0.0729,hit
SPY,2022-03-22,0.2529,-0.0836,hit
SPY,2022-03-23,0.2482,-0.0717,hit
SPY,2022-03-24,0.2482,-0.0869,hit
SPY,2022-03-25,0.2379,-0.1204,hit
SPY,2022-03-28,0.238,-0.1266,hit
SPY,2022-03-29,0.2309,-0.1491,hit
SPY,2022-03-30,0.2268,-0.1447,hit
SPY,2022-03-31,0.2343,-0.1313,hit
SPY,2022-04-01,0.2313,-0.1338,hit
SPY,2022-04-04,0.1976,-0.1411,hit
SPY,2022-04-05,0.2025,-0.1312,hit
SPY,2022-04-28,0.2232,-0.0896,hit
SPY,2022-04-29,0.2511,-0.0898,hit
SPY,2022-05-02,0.2526,-0.098,hit
SPY,2022-05-03,0.2503,-0.1021,hit
SPY,2022-05-04,0.2766,-0.1455,hit
SPY,2022-05-05,0.3006,-0.114,hit
SPY,2022-05-06,0.2988,-0.1086,hit
SPY,2022-05-09,0.3149,-0.0792,hit
SPY,2022-05-10,0.3132,-0.0813,hit
SPY,2022-05-11,0.3156,-0.0665,hit
SPY,2022-05-12,0.3099,-0.0655,hit
SPY,2022-05-13,0.3261,-0.0873,hit
SPY,2022-05-16,0.3256,-0.0836,hit
SPY,2022-05-17,0.3296,-0.1021,hit
SPY,2022-05-18,0.3541,-0.0643,hit
SPY,2022-05-19,0.3526,-0.0586,hit
SPY,2022-05-20,0.3434,-0.059,hit
SPY,2022-05-23,0.3513,-0.0763,hit
SPY,2022-05-24,0.3386,-0.0692,hit
SPY,2022-05-25,0.3406,-0.0773,hit
SPY,2022-05-26,0.3355,-0.0954,hit
SPY,2022-05-27,0.3217,-0.1171,hit
SPY,2022-05-31,0.3216,-0.1121,hit
SPY,2022-06-01,0.3223,-0.1048,hit
SPY,2022-06-02,0.3104,-0.1216,hit
SPY,2022-06-03,0.2882,-0.1069,hit
SPY,2022-06-06,0.2876,-0.1096,hit
SPY,2022-06-07,0.262,-0.1181,hit
SPY,2022-06-08,0.2661,-0.1084,hit
SPY,2022-06-09,0.2746,-0.0867,hit
SPY,2022-06-10,0.2952,-0.0594,hit
SPY,2022-06-13,0.3106,-0.0223,false_alarm
SPY,2022-06-14,0.3106,-0.0193,false_alarm
SPY,2022-06-15,0.3051,-0.0331,false_alarm
SPY,2022-06-16,0.2938,0.0022,false_alarm
SPY,2022-06-17,0.2942,0.0233,false_alarm
SPY,2022-06-21,0.3103,-0.0018,false_alarm
SPY,2022-06-22,0.3009,0.0076,false_alarm
SPY,2022-06-23,0.3035,-0.0021,false_alarm
SPY,2022-06-24,0.3238,-0.0329,false_alarm
SPY,2022-06-27,0.3147,-0.0292,false_alarm
SPY,2022-06-28,0.3054,-0.0089,false_alarm
SPY,2022-06-29,0.3056,-0.0081,false_alarm
SPY,2022-06-30,0.3056,0.0017,false_alarm
SPY,2022-07-01,0.2987,-0.0087,false_alarm
SPY,2022-07-05,0.2958,-0.0106,false_alarm
SPY,2022-07-06,0.2959,-0.0139,false_alarm
SPY,2022-07-07,0.2996,-0.0285,false_alarm
SPY,2022-07-08,0.2982,-0.0277,false_alarm
SPY,2022-07-11,0.2894,-0.0164,false_alarm
SPY,2022-07-12,0.2723,-0.0077,false_alarm
SPY,2024-08-05,0.193,0.0025,false_alarm
SPY,2024-08-06,0.1977,-0.0067,false_alarm
SPY,2024-08-07,0.1919,0.0231,false_alarm
SPY,2024-08-08,0.2131,0.0044,false_alarm
SPY,2024-08-09,0.2122,0.0005,false_alarm
SPY,2024-08-12,0.2116,0.0133,false_alarm
SPY,2024-08-13,0.2202,-0.0031,false_alarm
SPY,2024-08-14,0.2162,-0.0062,false_alarm
SPY,2024-08-15,0.2239,-0.023,false_alarm
SPY,2024-08-16,0.2226,-0.0252,false_alarm
SPY,2024-08-19,0.2222,-0.0344,false_alarm
SPY,2024-08-20,0.2222,-0.0328,false_alarm
SPY,2024-08-21,0.2045,-0.0361,false_alarm
SPY,2024-08-22,0.2059,-0.0285,false_alarm
SPY,2024-08-23,0.2055,-0.0387,false_alarm
SPY,2024-08-26,0.206,-0.0364,false_alarm
SPY,2024-08-27,0.2045,-0.0378,false_alarm
SPY,2024-08-28,0.1989,-0.0321,false_alarm
SPY,2024-08-29,0.191,-0.0322,false_alarm
SPY,2024-08-30,0.1772,-0.0414,false_alarm
SPY,2025-01-15,0.1779,-0.013,false_alarm
SPY,2025-01-16,0.1769,-0.0133,false_alarm
SPY,2025-01-17,0.1808,-0.0347,false_alarm
SPY,2025-03-10,0.1803,-0.1117,hit
SPY,2025-03-13,0.1823,-0.0969,hit
SPY,2025-03-14,0.1961,-0.1152,hit
SPY,2025-03-17,0.2,-0.122,hit
SPY,2025-03-18,0.2,-0.1124,hit
SPY,2025-03-19,0.2059,-0.1219,hit
SPY,2025-03-20,0.206,-0.1194,hit
SPY,2025-03-21,0.2001,-0.1197,hit
SPY,2025-03-24,0.213,-0.1352,hit
SPY,2025-03-25,0.2131,-0.1372,hit
SPY,2025-03-26,0.2162,-0.1268,hit
SPY,2025-03-27,0.2099,-0.1245,hit
SPY,2025-03-28,0.2101,-0.1065,hit
