ticker,flag_date,signal_value,max_drawdown_30d,outcome
SPY,2025-03-31,0.2056,-0.1125,hit
SPY,2025-04-01,0.2028,-0.115,hit
SPY,2025-04-02,0.2,-0.1205,hit
SPY,2025-04-03,0.2601,-0.0749,hit
SPY,2025-04-04,0.3274,-0.0174,false_alarm
SPY,2025-04-07,0.3185,-0.0157,false_alarm
SPY,2025-04-08,0.3206,0.035,false_alarm
SPY,2025-04-09,0.4925,-0.0633,hit
SPY,2025-04-10,0.5152,-0.0204,false_alarm
SPY,2025-04-11,0.5137,-0.0376,false_alarm
SPY,2025-04-14,0.5143,-0.0468,false_alarm
SPY,2025-04-15,0.5133,-0.0441,false_alarm
SPY,2025-04-16,0.5159,-0.0224,false_alarm
SPY,2025-04-17,0.5162,-0.0238,false_alarm
SPY,2025-04-21,0.5211,0.026,false_alarm
SPY,2025-04-22,0.5264,0.0155,false_alarm
SPY,2025-04-23,0.5305,0.021,false_alarm
SPY,2025-04-24,0.5364,0.0072,false_alarm
SPY,2025-04-25,0.5374,0.0004,false_alarm
SPY,2025-04-28,0.5327,0.0063,false_alarm
SPY,2025-04-29,0.5327,0.0004,false_alarm
SPY,2025-04-30,0.5325,0.0071,false_alarm
SPY,2025-05-01,0.5327,0.0006,false_alarm
SPY,2025-05-02,0.5009,-0.014,false_alarm
SPY,2025-05-05,0.444,-0.0084,false_alarm
SPY,2025-05-06,0.446,0.0042,false_alarm
SPY,2025-05-07,0.4392,0.0057,false_alarm
SPY,2025-05-08,0.2657,-0.0013,false_alarm
SPY,2025-05-12,0.2221,-0.0067,false_alarm
SPY,2025-05-13,0.2214,-0.0132,false_alarm
SPY,2025-05-14,0.2202,-0.0144,false_alarm
SPY,2026-03-31,0.187,0.0075,false_alarm
SPY,2026-04-01,0.1873,0.0009,false_alarm
SPY,2026-04-02,0.1871,0.0047,false_alarm
SPY,2026-04-06,0.1834,0.0004,false_alarm
SPY,2026-04-08,0.203,0.0051,false_alarm
SPY,2026-04-09,0.2039,-0.0007,false_alarm
SPY,2026-04-10,0.1954,0.0098,false_alarm
SPY,2026-04-13,0.1959,0.0122,false_alarm
SPY,2026-04-14,0.1971,0.0079,false_alarm
SPY,2026-04-15,0.1982,0.0025,false_alarm
SPY,2026-04-16,0.1886,0.0034,false_alarm
