ticker,date,close,vol_20,threshold,flag,max_drawdown_30d,is_drawdown_day,lead_time
SPY,2000-05-31,89.94647216796875,,,0,0.012005041111283754,0,
SPY,2000-06-01,91.52102661132812,,,0,-0.005405788871545858,0,
SPY,2000-06-02,93.11529541015624,,,0,-0.022434683118324972,0,
SPY,2000-06-05,92.66259002685548,,,0,-0.017658763501226193,0,
SPY,2000-06-06,92.24921417236328,,,0,-0.013256816539576555,0,
SPY,2000-06-07,92.88892364501952,,,0,-0.02005234109480647,0,
SPY,2000-06-08,92.52479553222656,,,0,-0.016195791187071262,0,
SPY,2000-06-09,92.32791137695312,,,0,-0.01409788322275296,0,
SPY,2000-06-12,91.24549865722656,,,0,-0.0024024789857296502,0,
SPY,2000-06-13,92.9578094482422,,,0,-0.02077852517767742,0,
SPY,2000-06-14,93.11529541015624,,,0,-0.022434683118324972,0,
SPY,2000-06-15,93.3120574951172,,,0,-0.038661396605464526,0,
SPY,2000-06-16,92.5453109741211,,,0,-0.03069661673824753,0,
SPY,2000-06-19,93.72909545898438,,,0,-0.0429387737825655,0,
SPY,2000-06-20,93.39368438720705,,,0,-0.039501614902408,0,
SPY,2000-06-21,93.3542022705078,,,0,-0.039095393131908796,0,
SPY,2000-06-22,91.93378448486328,,,0,-0.024248990348088695,0,
SPY,2000-06-23,91.1446533203125,,,0,-0.015800930012040304,0,
SPY,2000-06-26,92.3184585571289,,,0,-0.028314765711612844,0,
SPY,2000-06-27,91.63787841796876,,,0,-0.021098211996177008,0,
SPY,2000-06-28,91.89434051513672,0.1611637312382714,,0,-0.02383016702263019,0,
SPY,2000-06-29,91.02628326416016,0.15316358638082392,,0,-0.014521083191957884,0,
SPY,2000-06-30,91.7167739868164,0.14187489554583202,,0,-0.02194027185124392,0,
SPY,2000-07-03,92.97940826416016,0.14979011034833678,,0,-0.035222048548957496,0,
SPY,2000-07-05,91.30245208740234,0.16279612073387098,,0,-0.01750192923237237,0,
SPY,2000-07-06,92.01268768310548,0.16332957158675446,,0,-0.025085721426032603,0,
SPY,2000-07-07,93.49231719970705,0.17272841457482185,,0,-0.0405149244444265,0,
SPY,2000-07-10,93.33453369140624,0.17264572702414324,,0,-0.038892899719002005,0,
SPY,2000-07-11,93.53177642822266,0.16641204153278458,,0,-0.04091971244588943,0,
SPY,2000-07-12,94.1433334350586,0.15482681604642687,,0,-0.04714991748081676,0,
SPY,2000-07-13,94.55763244628906,0.15536695562876626,,0,-0.05132477715978345,1,11.0
SPY,2000-07-14,95.48490142822266,0.1585816881156317,,0,-0.06053751231383231,1,10.0
SPY,2000-07-17,95.32703399658205,0.1550847919056339,,0,-0.058981704650089894,1,9.0
SPY,2000-07-18,94.54779052734376,0.15275352030395728,,0,-0.05122602514668484,1,8.0
SPY,2000-07-19,93.78825378417967,0.15512710075211464,,0,-0.043542454275249165,0,
SPY,2000-07-20,95.09033203125,0.16238841504486348,,0,-0.05663929112429078,1,6.0
SPY,2000-07-21,93.23582458496094,0.16879257624345556,,0,-0.03787537213784653,0,
SPY,2000-07-24,92.7031478881836,0.16697661535684885,,0,-0.032346958266983084,0,
SPY,2000-07-25,92.99915313720705,0.16124223312659347,,0,-0.03542688286762852,0,
SPY,2000-07-26,92.09161376953124,0.1629968744988309,,0,-0.02592126079230961,0,
SPY,2000-07-27,91.77597045898438,0.16320481629289962,,0,-0.022571130726245836,0,
SPY,2000-07-28,89.70448303222656,0.17947974522272975,,0,0.0063776679645912715,0,
SPY,2000-07-31,90.2765884399414,0.17879421511860485,,0,0.006119042828060195,0,
SPY,2000-08-01,90.82899475097656,0.17258186223220254,,0,0.0049954061851276155,0,
SPY,2000-08-02,91.28272247314452,0.16150359193802627,,0,0.006916063868029676,0,
SPY,2000-08-03,91.9140396118164,0.16098553456728465,,0,0.005309712329434557,0,
SPY,2000-08-04,92.40726470947266,0.15110015161379559,,0,-0.009259325768111837,0,
SPY,2000-08-07,93.51203918457033,0.1573363538043679,,0,-0.02096418236066333,0,
SPY,2000-08-08,93.8671646118164,0.15773419516005513,,0,-0.02466814545005891,0,
SPY,2000-08-09,93.07803344726562,0.15869679899624178,,0,-0.029786169159742304,0,
SPY,2000-08-10,92.6242446899414,0.15826750306825976,,0,-0.02503285505597197,0,
SPY,2000-08-11,93.05828857421876,0.15465771811899234,,0,-0.02958031163526209,0,
SPY,2000-08-14,94.24202728271484,0.16234022585935956,,0,-0.04365799578400842,0,
SPY,2000-08-15,94.1630630493164,0.15983110749232535,,0,-0.0428560166343912,0,
SPY,2000-08-16,93.82767486572266,0.15767970255177627,,0,-0.039434693634774254,0,
SPY,2000-08-17,94.81411743164062,0.15422964145701112,,0,-0.04942837950360979,0,
SPY,2000-08-18,94.49849700927734,0.1366566009305247,,0,-0.04625351613707207,0,
SPY,2000-08-21,95.01139068603516,0.13545141152157406,,0,-0.0514020624036956,1,25.0
SPY,2000-08-22,94.85359954833984,0.13561542175819583,,0,-0.04982404798461748,0,
SPY,2000-08-23,95.2283935546875,0.12975694372181346,,0,-0.053563691577224404,1,20.0
SPY,2000-08-24,95.52432250976562,0.12841148969924482,,0,-0.06539857150205053,1,19.0
SPY,2000-08-25,95.48490142822266,0.0897530271915075,,0,-0.07205492562481242,1,18.0
SPY,2000-08-28,95.81037139892578,0.08894972617411206,,0,-0.09048302615603676,1,17.0
SPY,2000-08-29,95.83007049560548,0.08866296500057329,,0,-0.09830590625206259,1,16.0
SPY,2000-08-30,94.91272735595705,0.0982624583188645,,0,-0.11230393618340773,1,18.0
SPY,2000-08-31,96.17536926269533,0.10482510529683585,,0,-0.12395808692090016,1,14.0
SPY,2000-09-01,96.27400207519533,0.10425936677682576,,0,-0.12485559274690072,1,13.0
SPY,2000-09-05,95.50460815429688,0.10329642183953701,,0,-0.11780534878630577,1,12.0
SPY,2000-09-06,94.41954803466795,0.11172837891678616,,0,-0.10766725499421881,1,22.0
SPY,2000-09-07,95.2283935546875,0.11036228567853605,,0,-0.11524650017753879,1,10.0
SPY,2000-09-08,94.57733917236328,0.11200190053375286,,0,-0.10915600695393135,1,20.0
SPY,2000-09-11,94.43927001953124,0.11147957978616492,,0,-0.10785360303446068,1,19.0
SPY,2000-09-12,93.74874877929688,0.10558660175329304,,0,-0.10128235760959048,1,19.0
SPY,2000-09-13,93.9953842163086,0.10605151615775854,,0,-0.10364051189907142,1,17.0
SPY,2000-09-14,94.4688491821289,0.10669697133781565,,0,-0.10813294319330913,1,16.0
SPY,2000-09-15,92.4020767211914,0.12654610742874536,,0,-0.0881844059176019,1,17.0
SPY,2000-09-18,91.5516357421875,0.12951890605176328,,0,-0.07971437323914554,1,17.0
SPY,2000-09-19,92.38229370117188,0.13271005331151417,,0,-0.08798914700564853,1,15.0
SPY,2000-09-20,91.6999969482422,0.13441796385265484,,0,-0.08120330115675611,1,15.0
SPY,2000-09-21,90.30559539794922,0.14094621174545857,,0,-0.06701623405836254,1,15.0
SPY,2000-09-22,91.94720458984376,0.15793981113188835,,0,-0.08367356184652408,1,12.0
SPY,2000-09-25,91.29451751708984,0.15889061480518274,,0,-0.07712251763411049,1,12.0
SPY,2000-09-26,90.12760925292967,0.1616905016914322,,0,-0.06517375554104432,1,12.0
SPY,2000-09-27,90.602294921875,0.164017300811374,,0,-0.07007151913060117,1,11.0
SPY,2000-09-28,91.76919555664062,0.1708250866046758,,0,-0.081896120272968,1,8.0
SPY,2000-09-29,90.89893341064452,0.1634317393338521,,0,-0.07310623657863369,1,9.0
SPY,2000-10-02,91.0373992919922,0.16359635081328006,,0,-0.0745160215995806,1,7.0
SPY,2000-10-03,90.18697357177734,0.16424350531279389,,0,-0.06578909189224214,1,7.0
SPY,2000-10-04,90.9384994506836,0.16552455649940956,,0,-0.07350951479387835,1,6.0
SPY,2000-10-05,91.25499725341795,0.16224855176553774,,0,-0.07672284241042204,1,4.0
SPY,2000-10-06,89.27716827392578,0.17625947727068017,,0,-0.05626874027334572,1,4.0
SPY,2000-10-09,88.60474395751953,0.1769349634186781,,0,-0.049106732700735956,0,
SPY,2000-10-10,87.14115905761719,0.1828265882422243,,0,-0.03313594412632859,0,
SPY,2000-10-11,86.40940856933594,0.18199969242795955,,0,-0.03215863457183887,0,
SPY,2000-10-12,84.25365447998047,0.19304411579185904,,0,-0.0073949849207143314,0,
SPY,2000-10-13,87.06205749511719,0.2266506228623454,,0,-0.03941392632173546,0,
SPY,2000-10-16,87.4576187133789,0.22687253772503987,,0,-0.043758551788782296,0,
SPY,2000-10-17,85.28208923339844,0.23654139157804394,,0,-0.019365018759012087,0,
SPY,2000-10-18,84.96562194824219,0.23619736000235092,,0,-0.015712495737034593,0,
SPY,2000-10-19,88.16963195800781,0.2726283410471774,,0,-0.05148067289861957,1,24.0
SPY,2000-10-20,88.5453872680664,0.26400579265352914,,0,-0.05550585348507442,1,23.0
