date,open,high,low,close,volume
2000-07-24,93.51200702064061,93.97562140143914,92.52559344447351,92.7031478881836,5628500
2000-07-25,93.27534917961705,93.33453404584778,92.66377222856627,92.99915313720703,4757100
2000-07-26,92.78210358999688,92.90047327350527,91.94365166514575,92.09161376953125,12062500
2000-07-27,92.13107954502516,92.56510176129723,91.3419482427123,91.77597045898438,7652600
2000-07-28,91.99296335589894,92.11133302781302,89.33950987715812,89.70448303222656,6229500
2000-07-31,90.23713188904982,90.98680635598988,89.68474017656766,90.2765884399414,5265500
2000-08-01,90.6711685220435,91.36165827362564,90.35551606417738,90.82899475097656,3946600
2000-08-02,90.82897217773017,91.79565758969991,90.67114598802081,91.28272247314453,7439800
2000-08-03,90.19767956755197,92.05213754641241,90.03985335658513,91.9140396118164,4607100
2000-08-04,92.36780814896476,92.62427579226603,91.7956880216004,92.40726470947266,3686600
2000-08-07,92.62426666066617,93.70932196766013,92.40725559926737,93.51203918457031,4159800
2000-08-08,93.1174899049545,93.94607773885451,93.1174899049545,93.8671646118164,3658700
2000-08-09,94.15322480438219,94.20254550883709,93.03857688370172,93.07803344726562,5383800
2000-08-10,93.13717980430529,93.34432667741379,92.34804885913007,92.6242446899414,4193400
2000-08-11,92.56508161760321,93.43312586124655,91.89432015660608,93.05828857421875,5089400
2000-08-14,93.29506950386404,94.41958186624937,92.84131890149803,94.24202728271484,2966700
2000-08-15,94.2814327074551,94.57735685280178,93.78822579854393,94.1630630493164,5564600
2000-08-16,94.26169691093837,94.65626240658901,93.33446799615936,93.82767486572266,5191600
2000-08-17,93.86715995417106,94.97194367788556,93.65014886558428,94.81411743164062,5652200
2000-08-18,94.93251933374583,94.93251933374583,94.20257269713973,94.49849700927734,4626400
2000-08-21,94.71546650408115,95.1494886376137,94.32090092814246,95.01139068603516,2380600
2000-08-22,95.05088240929729,95.52436127559515,94.75495811786112,94.85359954833984,3075300
2000-08-23,94.57736041043545,95.50458943406717,94.24197969976014,95.2283935546875,5483200
2000-08-24,95.4256811193177,95.64269217830312,95.01138727943643,95.52432250976562,4529000
2000-08-25,95.4257165719655,95.72164085325132,95.28761857403212,95.48490142822266,2822200
2000-08-28,95.48485484830655,96.5304534654471,95.48485484830655,95.81037139892578,5518700
2000-08-29,95.60319539304254,95.87939117007568,95.26781480664516,95.83007049560547,3561900
2000-08-30,95.52430385731532,95.6426735027395,94.91272735595703,94.91272735595703,3964800
2000-08-31,95.36650974684495,96.6488480036809,95.26786834247297,96.17536926269531,4863100
2000-09-01,96.74748077392577,96.96449184417725,95.95834960937499,96.27400207519531,3191200
2000-09-05,95.8794454926426,96.08659244278103,95.20868393981341,95.50460815429688,3470800
2000-09-06,95.44541859417545,95.92876145394338,94.39981975467745,94.41954803466797,4322200
2000-09-07,94.8535562898151,95.3763556329266,94.58722454898472,95.2283935546875,4265500
2000-09-08,94.87326326238944,95.01136117106832,94.2715509460029,94.57733917236328,3518200
2000-09-11,94.53791141290866,95.44541223198082,93.86714993794227,94.43927001953125,3937500
2000-09-12,94.53787966127749,94.85353201406973,93.70929223519784,93.74874877929688,4769100
2000-09-13,93.43312827126404,94.28144425852425,93.2161172047556,93.9953842163086,7691600
2000-09-14,94.61681125143369,94.6562678032483,93.53175607653193,94.4688491821289,3397100
2000-09-15,93.78652564466816,93.82608132819607,92.4020767211914,92.4020767211914,4085700
2000-09-18,92.63941711307113,93.01519613210367,91.26485701713636,91.5516357421875,5109300
2000-09-19,91.84829200347724,92.59984994838081,91.58129115462992,92.38229370117188,6588200
2000-09-20,92.20433209807075,92.42188843721249,90.60232632802705,91.69999694824219,6508100
2000-09-21,91.43293200278565,92.12515623382555,90.26603972760408,90.30559539794922,5972300
2000-09-22,90.26608770661365,91.9669824355288,90.13753170966076,91.94720458984375,7791300
2000-09-25,92.36252097157919,92.4416323385784,90.95829420734319,91.29451751708984,9726300
2000-09-26,91.37361306748632,91.76916983401223,90.12760925292969,90.12760925292969,5302400
2000-09-27,90.85940686991786,91.11651881796072,89.94962613068925,90.602294921875,7186200
2000-09-28,90.62208061218261,92.60975392111416,90.43419109541794,91.76919555664062,7036400
2000-09-29,92.0658257237925,92.38227109684956,90.89893341064453,90.89893341064453,9333600
2000-10-02,91.31428905738169,91.70984586508098,90.59239788333048,91.03739929199219,5517800
2000-10-03,91.4725335020768,92.24386946025648,90.04852865620663,90.18697357177734,9347200
2000-10-04,90.42427566083633,91.29450053596248,89.71227349027856,90.9384994506836,6148900
2000-10-05,90.76055101775792,91.6703320913724,90.70121746947872,91.25499725341797,4566900
2000-10-06,91.05717384429649,91.54173091623073,88.44649900775279,89.27716827392578,10014900
2000-10-09,89.43541343212128,89.43541343212128,88.20918706485205,88.60474395751953,4508000
2000-10-10,88.6640526680204,89.39583271457778,87.14115905761719,87.14115905761719,6104700
2000-10-11,87.10163317449198,87.73452424206323,85.51940550556388,86.40940856933594,10346000
2000-10-12,86.88410895083432,87.08188748247747,84.036098095173,84.25365447998047,12336900
2000-10-13,84.13493697960666,87.12139101908025,84.09538129696463,87.06205749511719,11778800
2000-10-16,86.96317265552399,87.4872854768502,86.50828228229746,87.4576187133789,5659000
2000-10-17,87.61587553431241,87.69498693434339,85.06453288331323,85.28208923339844,7831700
2000-10-18,83.93717401032119,86.15229264584333,82.37472425847967,84.96562194824219,10897300
2000-10-19,86.6071822216501,88.2586322594459,86.35007023971784,88.16963195800781,8767300
2000-10-20,87.57627313446461,89.35627868597813,87.57627313446461,88.5453872680664,7373500
2000-10-23,88.56517711501135,89.25740159000586,87.93228616644495,88.94095611572266,5290000
2000-10-24,89.21787394841084,89.83098724754646,87.97186950178042,88.34764862060547,5750700
2000-10-25,87.8136608853137,88.3278850256331,86.152321355051,86.27098846435547,9137600
2000-10-26,86.78518297904476,87.12140634063176,84.82717634392047,86.50829315185547,9345800
2000-10-27,87.2598233187656,88.14982604980469,86.46870978006419,88.14982604980469,9762900
2000-10-30,87.61584069216174,89.29695727429126,87.43784011287744,88.94095611572266,10154100
2000-10-31,89.24753597908717,90.93854192395408,88.64431163618143,90.47376251220703,7752400
2000-11-01,90.0287227910923,90.66161363672389,89.37605410653474,90.16716766357422,6753600
2000-11-02,90.60229996748356,91.0769682056891,90.19685418068299,90.31552124023438,11395100
2000-11-03,90.80004924056983,90.97804977273387,90.10782494882076,90.36493682861328,5187100
2000-11-06,90.60232966289756,91.3242211784391,90.52321826393411,90.99788665771484,4042500
2000-11-07,90.5924431867185,91.13633406929348,90.22655295662258,90.97811126708984,5231300
2000-11-08,91.17584194592128,91.17584194592128,88.96072387695312,88.96072387695312,6123300
2000-11-09,88.60474913175074,89.37608511749589,86.86429870237706,88.62452697753906,10635300
2000-11-10,87.97182761259506,88.26849519672027,86.4093783362023,86.46871185302734,8569500
2000-11-13,85.8358432247431,86.69617944139664,84.18439324564955,85.7962875366211,17285300
2000-11-14,87.00276120503744,88.36743284021534,86.70609345825963,88.05098724365234,7668900
2000-11-15,88.01141244330536,88.67397026731676,87.1807429326045,88.3278579711914,8837700
2000-11-16,87.70482138615505,88.52560165169241,86.90381895834147,86.94337463378906,6684100
2000-11-17,86.90382307956668,87.97182636729917,85.91493114648102,86.47859954833984,6551100
2000-11-20,85.91495463289407,86.31051151426098,85.00517380575016,85.24250793457031,5458500
2000-11-21,85.36118203230951,86.191851551623,84.50084574444912,85.67762756347656,7684300
2000-11-22,85.02493775453327,85.36116104874752,83.62071105516786,83.63059997558594,5736900
2000-11-24,84.5700566403421,85.42050388906398,84.5700566403421,85.34139251708984,3411600
2000-11-27,86.36982340235396,86.50826827613835,85.63804335520784,86.09293365478516,5992000
2000-11-28,85.51939999159947,86.44895868716033,84.5799523737454,84.609619140625,5336100
2000-11-29,85.04472844215411,86.0138427895182,84.34261498641075,84.4513931274414,6914100
2000-11-30,83.8580417430291,84.49093262410857,82.11759182006057,83.71959686279297,11201600
2000-12-01,84.29319758495241,84.84697739076626,82.90874807041776,83.68008422851562,7587200
2000-12-04,83.46248557870999,84.7282673505198,83.22515149649564,84.39204406738281,6996600
2000-12-05,85.36117355661757,87.49718067990644,85.06450590060524,87.16095733642578,8883400
2000-12-06,87.20049493579212,87.5564960491612,85.46004504820996,85.7666015625,12888000
2000-12-07,85.36115661435576,85.99404748823422,84.5898208618164,84.5898208618164,6529100
2000-12-08,86.74558814911678,88.26848151151579,84.728248889835,84.78758239746094,10276300
2000-12-11,86.94338348085974,88.32783226240208,86.52804884639703,87.7344970703125,6405600
2000-12-12,87.45761570963947,87.85317254233797,86.9433918271314,87.35872650146484,5022900
2000-12-13,88.13004231789515,88.22893150361989,86.09292509196534,86.16214752197266,6070500
2000-12-14,85.99407290591941,86.38962981901011,84.82718001230182,85.06451416015625,7678400
2000-12-15,84.51202228740017,84.51202228740017,82.88526505088214,83.1431655883789,9065300
2000-12-18,83.83753409676477,84.73026694919128,83.64906827236362,84.25414276123047,7235400
2000-12-19,84.09541608702462,85.68249636231643,82.53809356689453,82.53809356689453,9616600
2000-12-20,81.65530981687036,81.85369492332535,80.04839045458502,80.1475830078125,9994300
2000-12-21,79.98883218680864,81.80405494104797,79.69125468611367,80.70301818847656,14331500
2000-12-22,81.89335698603446,83.23245621000667,81.79416445092541,83.12334442138672,10182900
2000-12-26,83.06383436398917,84.01608276367188,82.70674121410816,84.01608276367188,4665300
2000-12-27,83.63916270295834,84.89890815638289,83.32174652571753,84.63108825683594,4854100
2000-12-28,84.31362242140372,84.98813140077495,84.17475292565082,84.8889389038086,8358700
2000-12-29,85.10719370194535,85.24606324877837,83.28205108642578,83.28205108642578,8774600
2001-01-02,83.79786577738355,83.89705832683595,80.98079737293553,81.77433776855469,8737500
2001-01-03,81.45691372553507,86.33718668619792,81.04030505816142,85.70235443115234,19431600
2001-01-04,85.66267503028978,85.99992965639328,84.43268757038288,84.77986145019531,9219000
2001-01-05,84.73022625742756,84.82941874894878,82.0123519897461,82.0123519897461,12911400
2001-01-08,82.44880129062837,82.64718627929688,81.06010636994888,82.64718627929688,6625300
2001-01-09,83.19277571346498,83.48043405323969,82.16117339151431,82.42899322509766,5702400
2001-01-10,81.89338405468379,83.87723541259766,81.77435297320896,83.87723541259766,8746100
2001-01-11,83.22255618630825,84.74020232415154,83.22255618630825,83.95658111572266,7245100
2001-01-12,84.23428336779277,84.88895396391551,83.3415507367163,83.79783630371094,7244000
2001-01-16,83.79784122485886,84.55170437981735,83.49034441165212,84.33348083496094,8542200
2001-01-17,85.60314269133411,85.73209296421793,84.2045281931327,84.72032928466797,7851400
2001-01-18,84.71042835599111,86.1487201723399,84.39301223100378,85.56348419189453,8107000
2001-01-19,86.45625337376327,86.45625337376327,84.98820317879803,85.07747650146484,7782500
2001-01-22,85.22623645604858,86.19832341748862,84.78978924887143,85.6428451538086,7050900
2001-01-23,85.36511895739328,86.75381482702319,85.16673383316044,86.31736755371094,8463100
2001-01-24,86.4959099312423,87.17041932061437,86.23800928236474,86.57526397705078,6199900
2001-01-25,86.49587177720915,87.13070386364738,86.11894022588645,86.35700225830078,10818300
2001-01-26,85.80154969040801,86.41654345697509,85.3551832469319,86.2578353881836,7136800
2001-01-29,86.0197593490239,86.90852051556034,85.93722806685615,86.71807861328125,6705900
2001-01-30,86.52763296279018,87.55605805276089,86.2038623331543,87.4798812866211,7069100
2001-01-31,87.22591739052275,88.0512009701238,86.71805951393878,86.98468780517578,9706900
2001-02-01,87.035498615498,87.5751001741845,86.49588737004086,87.5624008178711,8239100
2001-02-02,87.22591291757863,87.60047115948886,85.54361199243445,85.57535552978516,8276600
2001-02-05,85.57541763234453,86.29912625000921,85.54367407195734,86.20389556884766,4352900
2001-02-06,85.89280333675842,86.78156459109036,85.84201559554357,85.94993591308594,7106700
2001-02-07,85.52460602217967,85.95628732538042,84.86437502263841,85.50556182861328,5748700
2001-02-08,85.57537311383042,85.95626658000226,84.49616042952255,84.50885009765625,5943300
2001-02-09,84.65489204597586,84.65489204597586,83.3280851618846,83.6962890625,9913000
2001-02-12,83.6074053147296,84.7501053010873,83.6074053147296,84.6548843383789,5804400
2001-02-13,84.87708125489132,85.17545322729279,83.79786822271095,83.96292114257812,6587600
2001-02-14,84.21051682136665,84.21051682136665,82.94720650235553,83.83596801757812,8400100
2001-02-15,84.33112813244608,84.76281917311327,83.7915264400784,84.64854431152344,5929800
2001-02-16,83.16301530302154,83.34711237242945,82.08380253796997,82.78211212158203,6434900
2001-02-20,83.18842828497513,83.25191539575515,81.32202928138348,81.5061264038086,5760000
2001-02-21,81.1950284462183,81.79176734058919,79.6714304021223,79.74761199951172,10910800
2001-02-22,80.21103501349137,80.33165466259572,78.0970429542004,79.86822509765625,21281600
2001-02-23,79.40478723500601,79.69680937200745,77.32253906272877,79.32860565185547,20173000
2001-02-26,79.8618787408683,81.01727294921875,79.03659508773893,81.01727294921875,11503700
2001-02-27,80.49670551281466,81.15692657964671,79.6777715908172,80.2681655883789,11415000
2001-02-28,80.46499423502131,80.52212681734511,78.25577569416515,78.68746185302734,14825800
2001-03-01,78.75094282356787,79.10009765625,77.29082670613869,79.10009765625,14672000
2001-03-02,77.76690150668351,79.76662279981761,77.63993707422974,78.47156524658203,12564300
2001-03-05,78.81439340213255,79.21433581665437,78.59854800457683,79.1889419555664,5293200
2001-03-06,80.21106018278284,81.09982637197486,79.66510401699573,80.03965759277344,6917000
2001-03-07,80.5602428177139,80.64911897759409,79.83653417675383,80.61103057861328,6371700
2001-03-08,80.3697518076165,80.77604400922016,80.07772959042543,80.69986724853516,6055000
2001-03-09,80.0523277159786,80.0523277159786,78.15418107238705,78.3128890991211,10020300
2001-03-12,77.6653490052993,77.76692445594367,74.75147228316219,74.96096801757812,13972900
2001-03-13,75.7989881954483,76.459214461042,74.61184988470963,76.19258117675781,12888000
2001-03-14,74.30712039905575,75.72914335178604,73.48183649672734,74.68801879882812,19883400
2001-03-15,75.19588816396639,75.45617174621303,74.50392324345253,74.70706939697266,10370300
2001-03-16,74.55811372692543,74.72998267360818,73.08133745142621,73.20864868164062,58514600
2001-03-19,73.68605941770485,74.91458494067443,73.08770873981929,74.69815826416016,10067800
2001-03-20,75.04823757899172,75.40469923528588,72.63574491188467,72.69303131103516,15083900
2001-03-21,72.68031133028448,73.3677773410441,71.22899743407622,71.4581527709961,19004600
2001-03-22,71.30538167381997,71.67457693515038,68.77194904645958,70.73249816894531,28624800
2001-03-23,72.0883210854053,72.98584688430806,70.97437351896416,72.87126922607422,12861700
2001-03-26,73.6478323530909,74.01066072882982,73.05584870252478,73.80060577392578,9943800
2001-03-27,73.59691120569285,75.52563068169945,73.3804846255559,75.3092041015625,12880700
2001-03-28,74.41168954316974,74.4435136988491,73.13860676178592,73.22772216796875,10953300
2001-03-29,73.01129090877075,74.15706728144029,71.38174660668525,73.50779724121094,12060300
2001-03-30,73.55237346223552,74.27803039550781,72.8840029338091,74.27803039550781,9183600
2001-04-02,74.02977223498993,74.71723330692498,72.43841861735409,72.69303131103516,10561000
2001-04-03,72.55299323132851,72.66120410725036,70.05774717256958,70.26780700683594,12836000
2001-04-04,70.38237710859335,71.35628460029429,69.57397172824015,70.56060791015625,14884300
2001-04-05,72.12014522133579,73.5141676363582,71.61091013999226,73.23409271240234,21522800
2001-04-06,72.55938870345615,72.8203731375851,71.3308629997501,72.12017822265625,14937800
2001-04-09,72.56570336679007,73.19587785201864,71.789122255486,72.92216491699219,9034300
2001-04-10,73.48872590021907,74.9527735252361,73.31049502894959,74.25257873535156,17873600
2001-04-11,75.6083890521455,75.74206216750648,73.9279200927136,74.30348205566406,12722300
2001-04-12,74.02979863477107,75.71026826575307,73.8133719402512,75.6529769897461,9233200
2001-04-16,75.29650743913822,75.67843143288638,74.41808176787478,74.85729217529297,7350000
2001-04-17,74.67268909907808,76.16856565521823,74.48809146329,75.91394805908203,10924700
2001-04-18,77.05971862928521,80.20423544606855,76.82420136346933,78.93115234375,32481600
2001-04-19,79.09024846505875,80.10234669783382,78.66376700306262,79.98140716552734,13809900
2001-04-20,79.504068363903,79.8223392501825,78.71475792572978,79.24945068359375,7626700
2001-04-23,78.70836269796263,78.86113130835649,77.60078177386058,77.81083679199219,8451800
2001-04-24,77.98904688218889,78.70834174178235,77.08515929808189,77.39070129394531,10044700
2001-04-25,77.28888416980332,78.7211028488062,76.98970882427214,78.40283203125,8249000
2001-04-26,78.75928883346273,79.70773439177516,78.61288213880565,78.75292205810547,10590400
2001-04-27,79.51675246093754,80.10236939767175,79.05844186473665,80.06417846679688,7938700
2001-04-30,80.49065827471033,81.01262202966778,79.35761535710212,80.62433624267578,10766900
2001-05-01,79.61225749816009,80.93626518805075,79.31308216995694,80.87261199951172,10578000
2001-05-02,81.10175065058128,81.27998148433295,80.2042248509269,80.72618865966797,9572900
2001-05-03,80.28697963885193,80.29971318876659,79.07118786902608,79.70136260986328,9926200
2001-05-04,78.70837740145251,81.06357960600337,78.5747042353331,81.05721282958984,12145300
2001-05-07,80.75165975949156,81.08265922185126,80.3506403395589,80.35700225830078,7185200
2001-05-08,80.75165026835626,80.9044188594569,79.92414442507805,80.31880187988281,6952600
2001-05-09,79.72678970019,80.55429524843032,79.6058453114593,79.98140716552734,9507400
2001-05-10,81.00625663406771,81.15902520406452,80.05780648995871,80.2169418334961,6872400
2001-05-11,80.20421380324795,80.51611771935038,79.18574856750764,79.66315460205078,7734400
2001-05-14,79.50402542817902,79.84775838250113,79.2239456454516,79.82229614257812,7914000
2001-05-15,79.91779237537797,80.52250489645662,79.47221038304362,80.1915054321289,9782200
2001-05-16,79.46583769456014,82.24115899393462,79.32580264542848,82.08202362060547,14909000
2001-05-17,82.11386560261172,82.80133168947839,81.83378574727487,82.20934295654297,11824600
2001-05-18,82.17113449746095,82.58489227294922,81.5409646701486,82.58489227294922,6683100
2001-05-21,82.64854354160119,83.92162650328765,82.209328365763,83.8006820678711,11531500
2001-05-22,83.91526777714517,84.08076507183296,83.43149972992913,83.69247436523438,8342700
2001-05-23,83.41877172291964,83.41877172291964,82.27299499511719,82.27299499511719,12330800
2001-05-24,82.41301310883178,82.75037926264373,81.82739620574591,82.51486206054688,7902800
2001-05-25,82.52759367938523,82.55942269390484,81.41365101758562,81.54096221923828,7425000
2001-05-29,81.61735771777798,81.70011122678241,80.7771230722145,80.8917007446289,9003900
2001-05-30,80.57977828516367,80.898049004084,79.5676797300814,79.7586441040039,10041800
2001-05-31,79.84137158749773,80.68797264104894,79.73316073727902,80.17237091064453,9874200
2001-06-01,80.33153608806086,80.90442441455663,79.6440749526922,80.66890716552734,8848300
2001-06-04,80.7134846060985,81.11450410445671,80.25517383287341,81.05721282958984,5623500
2001-06-05,81.15266158374678,82.26024225800342,81.01262169896452,81.98653411865234,9115400
2001-06-06,82.0056605299596,82.0056605299596,81.06994354346376,81.30546569824219,12064900
2001-06-07,80.87262471279296,81.70013086316641,80.84079568530638,81.59828186035156,7355300
2001-06-08,81.28636700870088,81.39458278041356,80.29336358574916,80.84078979492188,8170600
2001-06-11,80.65615101081957,80.8343818054608,79.82865019906748,80.26786041259766,7012200
2001-06-12,79.47858311026252,80.67527954805237,78.95661920207019,80.12785339355469,9364400
2001-06-13,80.31241183582638,80.57339609074754,79.34487123062196,79.44035339355469,7629400
2001-06-14,79.04571097866884,79.12209769472342,77.4989151876481,77.65805053710938,12603000
2001-06-15,77.18315545725478,78.13429873131905,76.85759451959893,77.783203125,16821100
2001-06-18,77.65550438100699,78.15980293248447,77.18312537047598,77.40654754638672,11368300
2001-06-19,78.12152130287666,78.44708220861469,77.17037812206193,77.7448959350586,7732300
2001-06-20,77.36184188458986,78.4278880244599,77.3043877006982,78.15339660644531,8787200
2001-06-21,78.01939384740787,79.35354738853799,77.97470939555757,79.04075622558594,12259100
2001-06-22,78.83006884353179,78.89390305468717,77.98106458171272,78.42152404785156,12212000
2001-06-25,78.69601500706464,78.79815364041333,77.55974949737008,77.70018768310547,8406800
2001-06-26,77.17671474440424,78.12785733043057,76.9660575329981,77.59164428710938,8005800
2001-06-27,77.6236038243312,78.03214872312456,77.1831442470242,77.54700469970703,10105100
2001-06-28,77.8789242897371,79.11732841478778,77.83423985585578,77.97467803955078,10269300
2001-06-29,78.3895980176997,79.16200306229581,78.044887483128,78.26192474365234,9824200
2001-07-02,78.38964283673464,79.35993592306943,78.27473925951497,79.2386474609375,8522200
2001-07-03,79.14286043258619,79.2194595336914,78.5491930478315,79.2194595336914,3303100
2001-07-05,78.56195305119752,78.93219825095308,77.66187957757114,77.67464447021484,5517900
2001-07-06,77.43845245322679,77.55335596781295,75.99578094482422,75.99578094482422,11665900
2001-07-09,76.27668274204105,76.9469543219972,76.09156006881278,76.41073608398438,8339300
2001-07-10,76.78733121635663,77.01075335080677,75.45955843128546,75.4914779663086,8630700
2001-07-11,75.38933176842357,75.89363017560011,74.74459521364894,75.56806945800781,15328600
2001-07-12,76.28309113673255,77.5406458033298,76.16180265510916,77.36190795898438,12002800
2001-07-13,77.13846400042067,78.08322723386283,76.99803063201813,78.03215789794922,10433800
2001-07-16,77.73210953143398,78.05767036749884,76.7873514369065,77.05545806884766,6915300
2001-07-17,76.72990521674764,77.84702116964678,76.4937181036591,77.77680206298828,7469800
2001-07-18,76.95971743064536,77.64913877624676,76.64054142289352,77.24697875976562,7709300
2001-07-19,77.99386414408599,78.50454780080398,77.08740528013982,77.92364501953125,10082900
2001-07-20,77.3363351617844,77.84063375701214,77.18951207902651,77.4576187133789,6705800
2001-07-23,77.75125235425857,77.80231679764378,75.93194580078125,75.93194580078125,8065200
2001-07-24,75.9638888072122,76.09155726047314,74.52759679194979,75.19786834716797,12269000
2001-07-25,75.27446963525574,76.27030210623172,74.98082828812161,76.02772521972656,12088500
2001-07-26,76.00219360505132,77.14484436034111,75.68301757967114,76.82566833496094,12898200
2001-07-27,77.13206297851103,77.46400383106264,76.54478038617586,77.11929321289062,8478800
2001-07-30,77.36184037894421,77.46397411353287,76.79370778275394,77.1447982788086,8547700
2001-07-31,77.24057471126342,78.31300602603098,77.1129062879351,77.46399688720703,11918100
2001-08-01,77.8597812100006,78.32577536480576,77.59167458365475,77.94915008544922,11940800
2001-08-02,78.66409039572773,78.67685528816412,77.80869649536538,78.268310546875,11070100
2001-08-03,78.10872088624915,78.10872088624915,77.176727911303,77.84061431884766,10816300
2001-08-06,77.46402131684799,77.5661599839124,76.66608124380622,76.79375457763672,8550100
2001-08-07,76.77456648042781,77.36823383096775,76.54476432011847,77.09374237060547,8865100
2001-08-08,76.6788618433331,77.3427486623078,75.60004515371915,75.66387939453125,15183800
2001-08-09,75.77233406436204,75.9446917261793,75.23612105034451,75.88723754882812,14118500
2001-08-10,75.83618819997595,76.50006971973919,74.90419037942183,76.14897918701172,11173300
2001-08-13,76.34691255796713,76.50650058792536,75.84261379887032,76.16817474365234,7431600
2001-08-14,76.69157533082854,76.82562860773932,75.83618636285401,76.1362075805664,13178100
2001-08-15,76.11071653854206,76.35328856257982,75.37661071206621,75.47874450683594,8520600
2001-08-16,75.19786504891688,75.80429748066658,74.68718151779359,75.74046325683594,10734700
2001-08-17,75.10210560215936,75.2425438061165,74.05520882569174,74.527587890625,11604600
2001-08-20,74.55951633969894,75.26170257310625,74.3999283380046,75.2170181274414,10417400
2001-08-21,75.19785304368284,75.67023206890181,73.92114928993773,73.93391418457031,14480800
2001-08-22,74.52756021057442,74.96163955693157,73.90835828868764,74.69991302490234,11752300
2001-08-23,74.66165374183387,75.01912932445424,74.36162750488911,74.43184661865234,8744100
2001-08-24,74.82122344689563,76.04685789053003,74.52119728334965,75.97663879394531,11687700
2001-08-27,75.94471387569277,76.09153206129724,75.49148468540092,75.52339935302734,7425100
2001-08-28,75.50424046773678,75.63829374416278,74.4190444946289,74.4190444946289,12046600
2001-08-29,74.77015755935282,74.80207710298852,73.51898839860283,73.75518035888672,16180000
2001-08-30,73.31469772579786,73.88283039532438,71.52093086157842,72.33802032470703,17692600
2001-08-31,72.38911777489673,73.26365689795387,72.21676000756072,72.86788177490234,15985400
2001-09-04,72.67633926211003,74.15731499481821,72.36993317685284,72.40184783935547,24473400
2001-09-05,72.58061218261719,72.89340813355184,71.46349630989295,72.58061218261719,21477100
2001-09-06,71.9103324880213,72.3252621392467,70.7102279663086,70.7102279663086,21653000
2001-09-07,70.23149666258045,71.01667189702171,69.34418762355374,69.40164184570312,33133900
2001-09-10,68.75042014702099,70.44205174829185,68.75042014702099,70.25054931640625,23408700
2001-09-17,64.47353792496567,67.92063894648672,63.83518606432245,66.5801010131836,32388700
2001-09-18,66.59924707013825,67.2184491196173,65.98004502065919,66.4205093383789,22029200
